min_score,min_margin,correct_trigger,correct_abstain,false_trigger,wrong_tier,miss,neighbor_worst_correct
0.585,0.034,4,32,0,0,44,4
0.585,0.035,4,32,0,0,44,4
0.585,0.036,4,32,0,0,44,1
0.585,0.037,1,32,0,0,47,1
0.585,0.038,1,32,0,0,47,1
0.585,0.039,1,32,0,0,47,0
0.585,0.04,0,32,0,0,48,0
0.585,0.041,0,32,0,0,48,0
0.585,0.042,0,32,0,0,48,0
0.585,0.043,0,32,0,0,48,0
0.585,0.044,0,32,0,0,48,0
0.585,0.045,0,32,0,0,48,0
0.585,0.046,0,32,0,0,48,0
0.585,0.047,0,32,0,0,48,0
0.585,0.048,0,32,0,0,48,0
0.585,0.049,0,32,0,0,48,0
0.585,0.05,0,32,0,0,48,0
0.59,0.0,39,11,21,8,1,0
0.59,0.001,38,12,20,8,2,0
0.59,0.002,38,13,19,8,2,0
0.59,0.003,37,15,17,5,6,0
0.59,0.004,37,16,16,5,6,0
0.59,0.005,34,20,12,3,11,0
0.59,0.006,34,21,11,3,11,0
0.59,0.007,34,22,10,2,12,0
0.59,0.008,33,23,9,2,13,0
0.59,0.009,32,24,8,1,15,0
0.59,0.01,31,25,7,1,16,0
0.59,0.011,30,28,4,1,17,0
0.59,0.012,27,29,3,0,21,0
0.59,0.013,25,31,1,0,23,0
0.59,0.014,24,31,1,0,24,0
0.59,0.015,24,31,1,0,24,0
0.59,0.016,22,31,1,0,26,0
0.59,0.017,17,31,1,0,31,0
0.59,0.018,15,31,1,0,33,0
0.59,0.019,13,31,1,0,35,0
0.59,0.02,12,31,1,0,36,0
0.59,0.021,11,31,1,0,37,0
0.59,0.022,10,32,0,0,38,0
0.59,0.023,10,32,0,0,38,9
0.59,0.024,9,32,0,0,39,7
0.59,0.025,7,32,0,0,41,7
0.59,0.026,7,32,0,0,41,7
0.59,0.027,7,32,0,0,41,7
0.59,0.028,7,32,0,0,41,7
0.59,0.029,7,32,0,0,41,7
0.59,0.03,7,32,0,0,41,7
0.59,0.031,7,32,0,0,41,7
0.59,0.032,7,32,0,0,41,5
0.59,0.033,5,32,0,0,43,4
0.59,0.034,4,32,0,0,44,4
0.59,0.035,4,32,0,0,44,4
0.59,0.036,4,32,0,0,44,1
0.59,0.037,1,32,0,0,47,1
0.59,0.038,1,32,0,0,47,1
0.59,0.039,1,32,0,0,47,0
0.59,0.04,0,32,0,0,48,0
0.59,0.041,0,32,0,0,48,0
0.59,0.042,0,32,0,0,48,0
0.59,0.043,0,32,0,0,48,0
0.59,0.044,0,32,0,0,48,0
0.59,0.045,0,32,0,0,48,0
0.59,0.046,0,32,0,0,48,0
0.59,0.047,0,32,0,0,48,0
0.59,0.048,0,32,0,0,48,0
0.59,0.049,0,32,0,0,48,0
0.59,0.05,0,32,0,0,48,0
0.595,0.0,39,11,21,8,1,0
0.595,0.001,38,12,20,8,2,0
0.595,0.002,38,13,19,8,2,0
0.595,0.003,37,15,17,5,6,0
0.595,0.004,37,16,16,5,6,0
0.595,0.005,34,20,12,3,11,0
0.595,0.006,34,21,11,3,11,0
0.595,0.007,34,22,10,2,12,0
0.595,0.008,33,23,9,2,13,0
0.595,0.009,32,24,8,1,15,0
0.595,0.01,31,25,7,1,16,0
0.595,0.011,30,28,4,1,17,0
0.595,0.012,27,29,3,0,21,0
0.595,0.013,25,31,1,0,23,0
0.595,0.014,24,31,1,0,24,0
0.595,0.015,24,31,1,0,24,0
0.595,0.016,22,31,1,0,26,0
0.595,0.017,17,31,1,0,31,0
0.595,0.018,15,31,1,0,33,0
0.595,0.019,13,31,1,0,35,0
0.595,0.02,12,31,1,0,36,0
0.595,0.021,11,31,1,0,37,0
0.595,0.022,10,32,0,0,38,0
0.595,0.023,10,32,0,0,38,9
0.595,0.024,9,32,0,0,39,7
0.595,0.025,7,32,0,0,41,7
0.595,0.026,7,32,0,0,41,7
0.595,0.027,7,32,0,0,41,7
0.595,0.028,7,32,0,0,41,7
0.595,0.029,7,32,0,0,41,7
0.595,0.03,7,32,0,0,41,7
0.595,0.031,7,32,0,0,41,7
0.595,0.032,7,32,0,0,41,5
0.595,0.033,5,32,0,0,43,4
0.595,0.034,4,32,0,0,44,4
0.595,0.035,4,32,0,0,44,4
0.595,0.036,4,32,0,0,44,1
0.595,0.037,1,32,0,0,47,1
0.595,0.038,1,32,0,0,47,1
0.595,0.039,1,32,0,0,47,0
0.595,0.04,0,32,0,0,48,0
0.595,0.041,0,32,0,0,48,0
0.595,0.042,0,32,0,0,48,0
0.595,0.043,0,32,0,0,48,0
0.595,0.044,0,32,0,0,48,0
0.595,0.045,0,32,0,0,48,0
0.595,0.046,0,32,0,0,48,0
0.595,0.047,0,32,0,0,48,0
0.595,0.048,0,32,0,0,48,0
0.595,0.049,0,32,0,0,48,0
0.595,0.05,0,32,0,0,48,0
0.6,0.0,39,11,21,8,1,0
0.6,0.001,38,12,20,8,2,0
0.6,0.002,38,13,19,8,2,0
0.6,0.003,37,15,17,5,6,0
0.6,0.004,37,16,16,5,6,0
0.6,0.005,34,20,12,3,11,0
0.6,0.006,34,21,11,3,11,0
0.6,0.007,34,22,10,2,12,0
0.6,0.008,33,23,9,2,13,0
0.6,0.009,32,24,8,1,15,0
0.6,0.01,31,25,7,1,16,0
0.6,0.011,30,28,4,1,17,0
0.6,0.012,27,29,3,0,21,0
0.6,0.013,25,31,1,0,23,0
0.6,0.014,24,31,1,0,24,0
0.6,0.015,24,31,1,0,24,0
0.6,0.016,22,31,1,0,26,0
0.6,0.017,17,31,1,0,31,0
0.6,0.018,15,31,1,0,33,0
0.6,0.019,13,31,1,0,35,0
0.6,0.02,12,31,1,0,36,0
0.6,0.021,11,31,1,0,37,0
0.6,0.022,10,32,0,0,38,0
0.6,0.023,10,32,0,0,38,9
0.6,0.024,9,32,0,0,39,7
0.6,0.025,7,32,0,0,41,7
0.6,0.026,7,32,0,0,41,7
0.6,0.027,7,32,0,0,41,7
0.6,0.028,7,32,0,0,41,7
0.6,0.029,7,32,0,0,41,7
0.6,0.03,7,32,0,0,41,7
0.6,0.031,7,32,0,0,41,7
0.6,0.032,7,32,0,0,41,5
0.6,0.033,5,32,0,0,43,4
0.6,0.034,4,32,0,0,44,4
0.6,0.035,4,32,0,0,44,4
0.6,0.036,4,32,0,0,44,1
0.6,0.037,1,32,0,0,47,1
0.6,0.038,1,32,0,0,47,1
0.6,0.039,1,32,0,0,47,0
0.6,0.04,0,32,0,0,48,0
0.6,0.041,0,32,0,0,48,0
0.6,0.042,0,32,0,0,48,0
0.6,0.043,0,32,0,0,48,0
0.6,0.044,0,32,0,0,48,0
0.6,0.045,0,32,0,0,48,0
0.6,0.046,0,32,0,0,48,0
0.6,0.047,0,32,0,0,48,0
0.6,0.048,0,32,0,0,48,0
0.6,0.049,0,32,0,0,48,0
0.6,0.05,0,32,0,0,48,0
0.605,0.0,39,11,21,8,1,0
0.605,0.001,38,12,20,8,2,0
0.605,0.002,38,13,19,8,2,0
0.605,0.003,37,15,17,5,6,0
0.605,0.004,37,16,16,5,6,0
0.605,0.005,34,20,12,3,11,0
0.605,0.006,34,21,11,3,11,0
0.605,0.007,34,22,10,2,12,0
0.605,0.008,33,23,9,2,13,0
0.605,0.009,32,24,8,1,15,0
0.605,0.01,31,25,7,1,16,0
0.605,0.011,30,28,4,1,17,0
0.605,0.012,27,29,3,0,21,0
0.605,0.013,25,31,1,0,23,0
0.605,0.014,24,31,1,0,24,0
0.605,0.015,24,31,1,0,24,0
0.605,0.016,22,31,1,0,26,0
0.605,0.017,17,31,1,0,31,0
0.605,0.018,15,31,1,0,33,0
0.605,0.019,13,31,1,0,35,0
0.605,0.02,12,31,1,0,36,0
0.605,0.021,11,31,1,0,37,0
0.605,0.022,10,32,0,0,38,0
0.605,0.023,10,32,0,0,38,9
0.605,0.024,9,32,0,0,39,7
0.605,0.025,7,32,0,0,41,7
0.605,0.026,7,32,0,0,41,7
0.605,0.027,7,32,0,0,41,7
0.605,0.028,7,32,0,0,41,7
0.605,0.029,7,32,0,0,41,7
0.605,0.03,7,32,0,0,41,7
0.605,0.031,7,32,0,0,41,7
0.605,0.032,7,32,0,0,41,5
0.605,0.033,5,32,0,0,43,4
0.605,0.034,4,32,0,0,44,4
0.605,0.035,4,32,0,0,44,4
0.605,0.036,4,32,0,0,44,1
0.605,0.037,1,32,0,0,47,1
0.605,0.038,1,32,0,0,47,1
0.605,0.039,1,32,0,0,47,0
0.605,0.04,0,32,0,0,48,0
0.605,0.041,0,32,0,0,48,0
0.605,0.042,0,32,0,0,48,0
0.605,0.043,0,32,0,0,48,0
0.605,0.044,0,32,0,0,48,0
0.605,0.045,0,32,0,0,48,0
0.605,0.046,0,32,0,0,48,0
0.605,0.047,0,32,0,0,48,0
0.605,0.048,0,32,0,0,48,0
0.605,0.049,0,32,0,0,48,0
0.605,0.05,0,32,0,0,48,0
0.61,0.0,39,11,21,8,1,0
0.61,0.001,38,12,20,8,2,0
0.61,0.002,38,13,19,8,2,0
0.61,0.003,37,15,17,5,6,0
0.61,0.004,37,16,16,5,6,0
0.61,0.005,34,20,12,3,11,0
0.61,0.006,34,21,11,3,11,0
0.61,0.007,34,22,10,2,12,0
0.61,0.008,33,23,9,2,13,0
0.61,0.009,32,24,8,1,15,0
0.61,0.01,31,25,7,1,16,0
0.61,0.011,30,28,4,1,17,0
0.61,0.012,27,29,3,0,21,0
0.61,0.013,25,31,1,0,23,0
0.61,0.014,24,31,1,0,24,0
0.61,0.015,24,31,1,0,24,0
0.61,0.016,22,31,1,0,26,0
0.61,0.017,17,31,1,0,31,0
0.61,0.018,15,31,1,0,33,0
0.61,0.019,13,31,1,0,35,0
0.61,0.02,12,31,1,0,36,0
0.61,0.021,11,31,1,0,37,0
0.61,0.022,10,32,0,0,38,0
0.61,0.023,10,32,0,0,38,9
0.61,0.024,9,32,0,0,39,7
0.61,0.025,7,32,0,0,41,7
0.61,0.026,7,32,0,0,41,7
0.61,0.027,7,32,0,0,41,7
0.61,0.028,7,32,0,0,41,7
0.61,0.029,7,32,0,0,41,7
0.61,0.03,7,32,0,0,41,7
0.61,0.031,7,32,0,0,41,7
0.61,0.032,7,32,0,0,41,5
0.61,0.033,5,32,0,0,43,4
0.61,0.034,4,32,0,0,44,4
0.61,0.035,4,32,0,0,44,4
0.61,0.036,4,32,0,0,44,1
0.61,0.037,1,32,0,0,47,1
0.61,0.038,1,32,0,0,47,1
0.61,0.039,1,32,0,0,47,0
0.61,0.04,0,32,0,0,48,0
0.61,0.041,0,32,0,0,48,0
0.61,0.042,0,32,0,0,48,0
0.61,0.043,0,32,0,0,48,0
0.61,0.044,0,32,0,0,48,0
0.61,0.045,0,32,0,0,48,0
0.61,0.046,0,32,0,0,48,0
0.61,0.047,0,32,0,0,48,0
0.61,0.048,0,32,0,0,48,0
0.61,0.049,0,32,0,0,48,0
0.61,0.05,0,32,0,0,48,0
0.615,0.0,39,11,21,8,1,0
0.615,0.001,38,12,20,8,2,0
0.615,0.002,38,13,19,8,2,0
0.615,0.003,37,15,17,5,6,0
0.615,0.004,37,16,16,5,6,0
0.615,0.005,34,20,12,3,11,0
0.615,0.006,34,21,11,3,11,0
0.615,0.007,34,22,10,2,12,0
0.615,0.008,33,23,9,2,13,0
0.615,0.009,32,24,8,1,15,0
0.615,0.01,31,25,7,1,16,0
0.615,0.011,30,28,4,1,17,0
0.615,0.012,27,29,3,0,21,0
0.615,0.013,25,31,1,0,23,0
0.615,0.014,24,31,1,0,24,0
0.615,0.015,24,31,1,0,24,0
0.615,0.016,22,31,1,0,26,0
0.615,0.017,17,31,1,0,31,0
0.615,0.018,15,31,1,0,33,0
0.615,0.019,13,31,1,0,35,0
0.615,0.02,12,31,1,0,36,0
0.615,0.021,11,31,1,0,37,0
0.615,0.022,10,32,0,0,38,0
0.615,0.023,10,32,0,0,38,9
0.615,0.024,9,32,0,0,39,7
0.615,0.025,7,32,0,0,41,7
0.615,0.026,7,32,0,0,41,7
0.615,0.027,7,32,0,0,41,7
0.615,0.028,7,32,0,0,41,7
0.615,0.029,7,32,0,0,41,7
0.615,0.03,7,32,0,0,41,7
0.615,0.031,7,32,0,0,41,7
0.615,0.032,7,32,0,0,41,5
0.615,0.033,5,32,0,0,43,4
0.615,0.034,4,32,0,0,44,4
0.615,0.035,4,32,0,0,44,4
0.615,0.036,4,32,0,0,44,1
0.615,0.037,1,32,0,0,47,1
0.615,0.038,1,32,0,0,47,1
0.615,0.039,1,32,0,0,47,0
0.615,0.04,0,32,0,0,48,0
0.615,0.041,0,32,0,0,48,0
0.615,0.042,0,32,0,0,48,0
0.615,0.043,0,32,0,0,48,0
0.615,0.044,0,32,0,0,48,0
0.615,0.045,0,32,0,0,48,0
0.615,0.046,0,32,0,0,48,0
0.615,0.047,0,32,0,0,48,0
0.615,0.048,0,32,0,0,48,0
0.615,0.049,0,32,0,0,48,0
0.615,0.05,0,32,0,0,48,0
0.62,0.0,39,11,21,8,1,0
0.62,0.001,38,12,20,8,2,0
0.62,0.002,38,13,19,8,2,0
0.62,0.003,37,15,17,5,6,0
0.62,0.004,37,16,16,5,6,0
0.62,0.005,34,20,12,3,11,0
0.62,0.006,34,21,11,3,11,0
0.62,0.007,34,22,10,2,12,0
0.62,0.008,33,23,9,2,13,0
0.62,0.009,32,24,8,1,15,0
0.62,0.01,31,25,7,1,16,0
0.62,0.011,30,28,4,1,17,0
0.62,0.012,27,29,3,0,21,0
0.62,0.013,25,31,1,0,23,0
0.62,0.014,24,31,1,0,24,0
0.62,0.015,24,31,1,0,24,0
0.62,0.016,22,31,1,0,26,0
0.62,0.017,17,31,1,0,31,0
0.62,0.018,15,31,1,0,33,0
0.62,0.019,13,31,1,0,35,0
0.62,0.02,12,31,1,0,36,0
0.62,0.021,11,31,1,0,37,0
0.62,0.022,10,32,0,0,38,0
0.62,0.023,10,32,0,0,38,9
0.62,0.024,9,32,0,0,39,7
0.62,0.025,7,32,0,0,41,7
0.62,0.026,7,32,0,0,41,7
0.62,0.027,7,32,0,0,41,7
0.62,0.028,7,32,0,0,41,7
0.62,0.029,7,32,0,0,41,7
0.62,0.03,7,32,0,0,41,7
0.62,0.031,7,32,0,0,41,7
0.62,0.032,7,32,0,0,41,5
0.62,0.033,5,32,0,0,43,4
0.62,0.034,4,32,0,0,44,4
0.62,0.035,4,32,0,0,44,4
0.62,0.036,4,32,0,0,44,1
0.62,0.037,1,32,0,0,47,1
0.62,0.038,1,32,0,0,47,1
0.62,0.039,1,32,0,0,47,0
0.62,0.04,0,32,0,0,48,0
0.62,0.041,0,32,0,0,48,0
0.62,0.042,0,32,0,0,48,0
0.62,0.043,0,32,0,0,48,0
0.62,0.044,0,32,0,0,48,0
0.62,0.045,0,32,0,0,48,0
0.62,0.046,0,32,0,0,48,0
0.62,0.047,0,32,0,0,48,0
0.62,0.048,0,32,0,0,48,0
0.62,0.049,0,32,0,0,48,0
0.62,0.05,0,32,0,0,48,0
0.625,0.0,39,11,21,8,1,0
0.625,0.001,38,12,20,8,2,0
0.625,0.002,38,13,19,8,2,0
0.625,0.003,37,15,17,5,6,0
0.625,0.004,37,16,16,5,6,0
0.625,0.005,34,20,12,3,11,0
0.625,0.006,34,21,11,3,11,0
0.625,0.007,34,22,10,2,12,0
0.625,0.008,33,23,9,2,13,0
0.625,0.009,32,24,8,1,15,0
0.625,0.01,31,25,7,1,16,0
0.625,0.011,30,28,4,1,17,0
0.625,0.012,27,29,3,0,21,0
0.625,0.013,25,31,1,0,23,0
0.625,0.014,24,31,1,0,24,0
0.625,0.015,24,31,1,0,24,0
0.625,0.016,22,31,1,0,26,0
0.625,0.017,17,31,1,0,31,0
0.625,0.018,15,31,1,0,33,0
0.625,0.019,13,31,1,0,35,0
0.625,0.02,12,31,1,0,36,0
0.625,0.021,11,31,1,0,37,0
0.625,0.022,10,32,0,0,38,0
0.625,0.023,10,32,0,0,38,9
0.625,0.024,9,32,0,0,39,7
0.625,0.025,7,32,0,0,41,7
0.625,0.026,7,32,0,0,41,7
0.625,0.027,7,32,0,0,41,7
0.625,0.028,7,32,0,0,41,7
0.625,0.029,7,32,0,0,41,7
0.625,0.03,7,32,0,0,41,7
0.625,0.031,7,32,0,0,41,7
0.625,0.032,7,32,0,0,41,5
0.625,0.033,5,32,0,0,43,4
0.625,0.034,4,32,0,0,44,4
0.625,0.035,4,32,0,0,44,4
0.625,0.036,4,32,0,0,44,1
0.625,0.037,1,32,0,0,47,1
0.625,0.038,1,32,0,0,47,1
0.625,0.039,1,32,0,0,47,0
0.625,0.04,0,32,0,0,48,0
0.625,0.041,0,32,0,0,48,0
0.625,0.042,0,32,0,0,48,0
0.625,0.043,0,32,0,0,48,0
0.625,0.044,0,32,0,0,48,0
0.625,0.045,0,32,0,0,48,0
0.625,0.046,0,32,0,0,48,0
0.625,0.047,0,32,0,0,48,0
0.625,0.048,0,32,0,0,48,0
0.625,0.049,0,32,0,0,48,0
0.625,0.05,0,32,0,0,48,0
0.63,0.0,39,11,21,8,1,0
0.63,0.001,38,12,20,8,2,0
0.63,0.002,38,13,19,8,2,0
0.63,0.003,37,15,17,5,6,0
0.63,0.004,37,16,16,5,6,0
0.63,0.005,34,20,12,3,11,0
0.63,0.006,34,21,11,3,11,0
0.63,0.007,34,22,10,2,12,0
0.63,0.008,33,23,9,2,13,0
0.63,0.009,32,24,8,1,15,0
0.63,0.01,31,25,7,1,16,0
0.63,0.011,30,28,4,1,17,0
0.63,0.012,27,29,3,0,21,0
0.63,0.013,25,31,1,0,23,0
0.63,0.014,24,31,1,0,24,0
0.63,0.015,24,31,1,0,24,0
0.63,0.016,22,31,1,0,26,0
0.63,0.017,17,31,1,0,31,0
0.63,0.018,15,31,1,0,33,0
0.63,0.019,13,31,1,0,35,0
0.63,0.02,12,31,1,0,36,0
0.63,0.021,11,31,1,0,37,0
0.63,0.022,10,32,0,0,38,0
0.63,0.023,10,32,0,0,38,9
0.63,0.024,9,32,0,0,39,7
0.63,0.025,7,32,0,0,41,7
0.63,0.026,7,32,0,0,41,7
0.63,0.027,7,32,0,0,41,7
0.63,0.028,7,32,0,0,41,7
0.63,0.029,7,32,0,0,41,7
0.63,0.03,7,32,0,0,41,7
0.63,0.031,7,32,0,0,41,7
0.63,0.032,7,32,0,0,41,5
0.63,0.033,5,32,0,0,43,4
0.63,0.034,4,32,0,0,44,4
0.63,0.035,4,32,0,0,44,4
0.63,0.036,4,32,0,0,44,1
0.63,0.037,1,32,0,0,47,1
0.63,0.038,1,32,0,0,47,1
0.63,0.039,1,32,0,0,47,0
0.63,0.04,0,32,0,0,48,0
0.63,0.041,0,32,0,0,48,0
0.63,0.042,0,32,0,0,48,0
0.63,0.043,0,32,0,0,48,0
0.63,0.044,0,32,0,0,48,0
0.63,0.045,0,32,0,0,48,0
0.63,0.046,0,32,0,0,48,0
0.63,0.047,0,32,0,0,48,0
0.63,0.048,0,32,0,0,48,0
0.63,0.049,0,32,0,0,48,0
0.63,0.05,0,32,0,0,48,0
0.635,0.0,39,11,21,8,1,0
0.635,0.001,38,12,20,8,2,0
0.635,0.002,38,13,19,8,2,0
0.635,0.003,37,15,17,5,6,0
0.635,0.004,37,16,16,5,6,0
0.635,0.005,34,20,12,3,11,0
0.635,0.006,34,21,11,3,11,0
0.635,0.007,34,22,10,2,12,0
0.635,0.008,33,23,9,2,13,0
0.635,0.009,32,24,8,1,15,0
0.635,0.01,31,25,7,1,16,0
0.635,0.011,30,28,4,1,17,0
0.635,0.012,27,29,3,0,21,0
0.635,0.013,25,31,1,0,23,0
0.635,0.014,24,31,1,0,24,0
0.635,0.015,24,31,1,0,24,0
0.635,0.016,22,31,1,0,26,0
0.635,0.017,17,31,1,0,31,0
0.635,0.018,15,31,1,0,33,0
0.635,0.019,13,31,1,0,35,0
0.635,0.02,12,31,1,0,36,0
0.635,0.021,11,31,1,0,37,0
0.635,0.022,10,32,0,0,38,0
0.635,0.023,10,32,0,0,38,9
0.635,0.024,9,32,0,0,39,7
0.635,0.025,7,32,0,0,41,7
0.635,0.026,7,32,0,0,41,7
0.635,0.027,7,32,0,0,41,7
0.635,0.028,7,32,0,0,41,7
0.635,0.029,7,32,0,0,41,7
0.635,0.03,7,32,0,0,41,7
0.635,0.031,7,32,0,0,41,7
0.635,0.032,7,32,0,0,41,5
0.635,0.033,5,32,0,0,43,4
0.635,0.034,4,32,0,0,44,4
0.635,0.035,4,32,0,0,44,4
0.635,0.036,4,32,0,0,44,1
0.635,0.037,1,32,0,0,47,1
0.635,0.038,1,32,0,0,47,1
0.635,0.039,1,32,0,0,47,0
0.635,0.04,0,32,0,0,48,0
0.635,0.041,0,32,0,0,48,0
0.635,0.042,0,32,0,0,48,0
0.635,0.043,0,32,0,0,48,0
0.635,0.044,0,32,0,0,48,0
0.635,0.045,0,32,0,0,48,0
0.635,0.046,0,32,0,0,48,0
0.635,0.047,0,32,0,0,48,0
0.635,0.048,0,32,0,0,48,0
0.635,0.049,0,32,0,0,48,0
0.635,0.05,0,32,0,0,48,0
0.64,0.0,39,11,21,8,1,0
0.64,0.001,38,12,20,8,2,0
0.64,0.002,38,13,19,8,2,0
0.64,0.003,37,15,17,5,6,0
0.64,0.004,37,16,16,5,6,0
0.64,0.005,34,20,12,3,11,0
0.64,0.006,34,21,11,3,11,0
0.64,0.007,34,22,10,2,12,0
0.64,0.008,33,23,9,2,13,0
0.64,0.009,32,24,8,1,15,0
0.64,0.01,31,25,7,1,16,0
0.64,0.011,30,28,4,1,17,0
0.64,0.012,27,29,3,0,21,0
0.64,0.013,25,31,1,0,23,0
0.64,0.014,24,31,1,0,24,0
0.64,0.015,24,31,1,0,24,0
0.64,0.016,22,31,1,0,26,0
0.64,0.017,17,31,1,0,31,0
0.64,0.018,15,31,1,0,33,0
0.64,0.019,13,31,1,0,35,0
0.64,0.02,12,31,1,0,36,0
0.64,0.021,11,31,1,0,37,0
0.64,0.022,10,32,0,0,38,0
0.64,0.023,10,32,0,0,38,9
0.64,0.024,9,32,0,0,39,7
0.64,0.025,7,32,0,0,41,7
0.64,0.026,7,32,0,0,41,7
0.64,0.027,7,32,0,0,41,7
0.64,0.028,7,32,0,0,41,7
0.64,0.029,7,32,0,0,41,7
0.64,0.03,7,32,0,0,41,7
0.64,0.031,7,32,0,0,41,7
0.64,0.032,7,32,0,0,41,5
0.64,0.033,5,32,0,0,43,4
0.64,0.034,4,32,0,0,44,4
0.64,0.035,4,32,0,0,44,4
0.64,0.036,4,32,0,0,44,1
0.64,0.037,1,32,0,0,47,1
0.64,0.038,1,32,0,0,47,1
0.64,0.039,1,32,0,0,47,0
0.64,0.04,0,32,0,0,48,0
0.64,0.041,0,32,0,0,48,0
0.64,0.042,0,32,0,0,48,0
0.64,0.043,0,32,0,0,48,0
0.64,0.044,0,32,0,0,48,0
0.64,0.045,0,32,0,0,48,0
0.64,0.046,0,32,0,0,48,0
0.64,0.047,0,32,0,0,48,0
0.64,0.048,0,32,0,0,48,0
0.64,0.049,0,32,0,0,48,0
0.64,0.05,0,32,0,0,48,0
0.645,0.0,39,11,21,8,1,0
0.645,0.001,38,12,20,8,2,0
0.645,0.002,38,13,19,8,2,0
0.645,0.003,37,15,17,5,6,0
0.645,0.004,37,16,16,5,6,0
0.645,0.005,34,20,12,3,11,0
0.645,0.006,34,21,11,3,11,0
0.645,0.007,34,22,10,2,12,0
0.645,0.008,33,23,9,2,13,0
0.645,0.009,32,24,8,1,15,0
0.645,0.01,31,25,7,1,16,0
0.645,0.011,30,28,4,1,17,0
0.645,0.012,27,29,3,0,21,0
0.645,0.013,25,31,1,0,23,0
0.645,0.014,24,31,1,0,24,0
0.645,0.015,24,31,1,0,24,0
0.645,0.016,22,31,1,0,26,0
0.645,0.017,17,31,1,0,31,0
0.645,0.018,15,31,1,0,33,0
0.645,0.019,13,31,1,0,35,0
0.645,0.02,12,31,1,0,36,0
0.645,0.021,11,31,1,0,37,0
0.645,0.022,10,32,0,0,38,0
0.645,0.023,10,32,0,0,38,9
0.645,0.024,9,32,0,0,39,7
0.645,0.025,7,32,0,0,41,7
0.645,0.026,7,32,0,0,41,7
0.645,0.027,7,32,0,0,41,7
0.645,0.028,7,32,0,0,41,7
0.645,0.029,7,32,0,0,41,7
0.645,0.03,7,32,0,0,41,7
0.645,0.031,7,32,0,0,41,7
0.645,0.032,7,32,0,0,41,5
0.645,0.033,5,32,0,0,43,4
0.645,0.034,4,32,0,0,44,4
0.645,0.035,4,32,0,0,44,4
0.645,0.036,4,32,0,0,44,1
0.645,0.037,1,32,0,0,47,1
0.645,0.038,1,32,0,0,47,1
0.645,0.039,1,32,0,0,47,0
0.645,0.04,0,32,0,0,48,0
0.645,0.041,0,32,0,0,48,0
0.645,0.042,0,32,0,0,48,0
0.645,0.043,0,32,0,0,48,0
0.645,0.044,0,32,0,0,48,0
0.645,0.045,0,32,0,0,48,0
0.645,0.046,0,32,0,0,48,0
0.645,0.047,0,32,0,0,48,0
0.645,0.048,0,32,0,0,48,0
0.645,0.049,0,32,0,0,48,0
0.645,0.05,0,32,0,0,48,0
0.65,0.0,39,11,21,8,1,0
0.65,0.001,38,12,20,8,2,0
0.65,0.002,38,13,19,8,2,0
0.65,0.003,37,15,17,5,6,0
0.65,0.004,37,16,16,5,6,0
0.65,0.005,34,20,12,3,11,0
0.65,0.006,34,21,11,3,11,0
0.65,0.007,34,22,10,2,12,0
0.65,0.008,33,23,9,2,13,0
0.65,0.009,32,24,8,1,15,0
0.65,0.01,31,25,7,1,16,0
0.65,0.011,30,28,4,1,17,0
0.65,0.012,27,29,3,0,21,0
0.65,0.013,25,31,1,0,23,0
0.65,0.014,24,31,1,0,24,0
0.65,0.015,24,31,1,0,24,0
0.65,0.016,22,31,1,0,26,0
0.65,0.017,17,31,1,0,31,0
0.65,0.018,15,31,1,0,33,0
0.65,0.019,13,31,1,0,35,0
0.65,0.02,12,31,1,0,36,0
0.65,0.021,11,31,1,0,37,0
0.65,0.022,10,32,0,0,38,0
0.65,0.023,10,32,0,0,38,9
0.65,0.024,9,32,0,0,39,7
0.65,0.025,7,32,0,0,41,7
0.65,0.026,7,32,0,0,41,7
0.65,0.027,7,32,0,0,41,7
0.65,0.028,7,32,0,0,41,7
0.65,0.029,7,32,0,0,41,7
0.65,0.03,7,32,0,0,41,7
0.65,0.031,7,32,0,0,41,7
0.65,0.032,7,32,0,0,41,5
0.65,0.033,5,32,0,0,43,4
0.65,0.034,4,32,0,0,44,4
0.65,0.035,4,32,0,0,44,4
0.65,0.036,4,32,0,0,44,1
0.65,0.037,1,32,0,0,47,1
0.65,0.038,1,32,0,0,47,1
0.65,0.039,1,32,0,0,47,0
0.65,0.04,0,32,0,0,48,0
0.65,0.041,0,32,0,0,48,0
0.65,0.042,0,32,0,0,48,0
0.65,0.043,0,32,0,0,48,0
0.65,0.044,0,32,0,0,48,0
0.65,0.045,0,32,0,0,48,0
0.65,0.046,0,32,0,0,48,0
0.65,0.047,0,32,0,0,48,0
0.65,0.048,0,32,0,0,48,0
0.65,0.049,0,32,0,0,48,0
0.65,0.05,0,32,0,0,48,0
0.655,0.0,39,11,21,8,1,0
0.655,0.001,38,12,20,8,2,0
0.655,0.002,38,13,19,8,2,0
0.655,0.003,37,15,17,5,6,0
0.655,0.004,37,16,16,5,6,0
0.655,0.005,34,20,12,3,11,0
0.655,0.006,34,21,11,3,11,0
0.655,0.007,34,22,10,2,12,0
0.655,0.008,33,23,9,2,13,0
0.655,0.009,32,24,8,1,15,0
0.655,0.01,31,25,7,1,16,0
0.655,0.011,30,28,4,1,17,0
0.655,0.012,27,29,3,0,21,0
0.655,0.013,25,31,1,0,23,0
0.655,0.014,24,31,1,0,24,0
0.655,0.015,24,31,1,0,24,0
0.655,0.016,22,31,1,0,26,0
